date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
20181123,11:29,11:29 AM,1517.61,1517.61,1517.61,10,15176.1,1,1518.77,1515.7,1516.929,11239,17048762.2416,281,1517.61,1517.61,1518.18,1516.084,0.0002471601301050925,-0.00033213987042584773
20181123,11:30,11:30 AM,1515.78,1515.78,1515.78,100,151578,1,1517.53,1515.361,1516.278,9319,14130191.9711,199,1515.78,1515.78,1516.13,1516.016,-0.000958981304807711,-0.000761153869726026
20181123,11:31,11:31 AM,1516.89,1515.575,1516.231,208,315376,4,1517.13,1514.664,1515.841,14040,21282401.3946,316,1515.99,1516.89,1515.99,1516.93,-0.0006617300550013053,-0.001049140225631114
20181123,11:32,11:32 AM,1517.85,1516.12,1517.033,260,394428.55,4,1518.05,1515.43,1516.78,7261,11013341.0783,249,1517.85,1516.12,1516.9,1516.115,-0.00013313692341660862,-0.00043033201465898
20181123,11:33,11:33 AM,1516.335,1516.325,1516.325,105,159214.175,3,1517.628,1515.61,1516.479,3075,4663172.5983,155,1516.335,1516.325,1516.29,1517.09,-0.0005997752490549286,-0.0006286933261632974
20181123,11:34,11:34 AM,1518.81,1518.46,1518.577,150,227786.5,2,1518.87,1516.734,1517.953,10963,16641315.7682,233,1518.81,1518.46,1516.943,1518.59,0.0008845037189361558,0.0003426839932965619
20181123,11:35,11:35 AM,1518.82,1517.72,1518.014,170,258062.4,4,1518.82,1517.485,1518.159,5910,8972319.5606,163,1517.79,1518.82,1518.09,1517.88,0.0005134339769383098,0.0004784395752564448
20181123,11:36,11:36 AM,-1,-1,-1,0,0,0,1518.44,1517.27,1517.729,3065,4651840.0126,90,,,1517.78,1517.703,,0.0001950662731073129
20181123,11:37,11:37 AM,1516.54,1516.34,1516.538,101,153170.34,2,1517.67,1515,1516.091,8098,12277301.561,212,1516.54,1516.34,1517.53,1515.305,-0.0004593882951552588,-0.000884388305776992
20181123,11:38,11:38 AM,1514.925,1514.14,1514.278,142,215027.45,3,1515.99,1514.08,1514.92,12187,18462336.3336,228,1514.925,1514.14,1515.5,1514.09,-0.0019489400125886102,-0.001656086298373582
20181123,11:39,11:39 AM,1515.95,1515.515,1515.733,200,303146.5,2,1516.26,1514.572,1515.311,7501,11366344.5813,191,1515.95,1515.515,1514.607,1515.25,-0.0009899587077808994,-0.0013984142957218348
20181123,11:40,11:40 AM,1515.68,1515.61,1515.655,77,116705.47,2,1516.73,1515.03,1515.738,4976,7542313.3941,156,1515.68,1515.61,1515.66,1515.43,-0.0010413680148427418,-0.0011170180166109056
20181123,11:41,11:41 AM,1515.8,1514.64,1515.297,400,606119,4,1516.52,1514.29,1515.124,7912,11987663.3933,233,1514.64,1515.8,1515.03,1516.14,-0.0012773235523830353,-0.001521648731772651
20181123,11:42,11:42 AM,1516.915,1516.71,1516.76,132,200212.28,2,1517.32,1515.911,1516.715,7334,11123590.9821,129,1516.71,1516.915,1516.017,1516.915,-0.00031306949813305723,-0.0004731675138210877
20181123,11:43,11:43 AM,1515.995,1515.995,1515.995,100,151599.5,1,1517.25,1515.689,1516.488,6025,9136842.2889,136,1515.995,1515.995,1516.85,1517.142,-0.0008172761635475118,-0.0006227622570485395
20181123,11:44,11:44 AM,1517.015,1517.015,1517.015,100,151701.5,1,1518.2,1515.922,1517.293,9095,13799776.8568,192,1517.015,1517.015,1517.284,1518.2,-0.00014500060966152238,-0.00009226107511837428
