date,minute,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
20181123,11:42,11:42 AM,259.505,259.19,259.296,334,86604.97,3,259.6,259.19,259.442,11666,3026650.0147,132,259.19,259.505,259.19,259.6,-0.0027920714401089104,-0.003372771972956307
20181123,11:43,11:43 AM,259.34,259.26,259.274,562,145712.12,2,259.51,259.14,259.345,11169,2896628.6816,91,259.34,259.26,259.487,259.237,-0.0028766796655667233,-0.0037453902888750995
20181123,11:44,11:44 AM,-1,-1,-1,0,0,0,259.52,259.221,259.4,9664,2506844.2756,132,,,259.26,259.46,,-0.0035341118623233555
20181123,11:45,11:45 AM,259.6,259.46,259.557,500,129778.5,4,259.65,259.37,259.541,10444,2710644.39,141,259.46,259.575,259.37,259.596,-0.0017883102199043736,-0.0029924708051628627
20181123,11:46,11:46 AM,259.54,259.455,259.478,369,95747.395,2,259.8,259.4,259.623,13736,3566174.788,206,259.54,259.455,259.565,259.58,-0.002092130665866668,-0.002677473878303637
20181123,11:47,11:47 AM,259.495,259.41,259.445,300,77833.5,3,259.708,259.15,259.389,14087,3654016.6085,125,259.495,259.41,259.605,259.15,-0.0022190430040534962,-0.0035763675476336173
20181123,11:48,11:48 AM,259.31,259.095,259.186,473,122594.935,2,259.43,258.89,259.125,12138,3145264.7606,144,259.31,259.095,259.37,259.04,-0.0032151125673981922,-0.0045905039950829485
20181123,11:49,11:49 AM,258.985,258.88,258.908,500,129453.82,6,259.298,258.82,259.007,19528,5057885.198,264,258.9,258.985,259,259.111,-0.00428425287091083,-0.005043792255685265
20181123,11:50,11:50 AM,258.67,258.67,258.67,50,12933.5,1,259.11,258.67,258.829,16129,4174654.5234,165,258.67,258.67,259.09,258.699,-0.005199560037227525,-0.005727566072526066
20181123,11:51,11:51 AM,258.67,258.34,258.468,1242,321017.865,14,258.77,258.27,258.544,37436,9678860.6959,343,258.67,258.35,258.77,258.35,-0.005976417380067739,-0.006822372464658922
20181123,11:52,11:52 AM,258.585,258.36,258.462,642,165932.62,8,258.744,258.26,258.489,27513,7111813.8513,224,258.42,258.385,258.42,258.665,-0.005999492350647262,-0.007033650891210884
